id	resource	type	text	sf	resultSize	maxJVDPath	maxJVDSink	maxJVDStar	maxJVDHybrid	maxJVD	meanJoinVertexDegree	medianJoinVertexDegree	joinVertices	projectVars	tps	distinct	predicateVar
43	http://lsq.aksw.org/res/q-40fb7959	http://lsq.aksw.org/vocab#Query	PREFIX  dbo:  <http://dbpedia.org/ontology/> PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT  * WHERE   { ?COLOR  rdf:type  dbo:SoccerClub } 	http://lsq.aksw.org/res/sf-q-40fb7959	30892						0	0	0	1	1	0	0
44	http://lsq.aksw.org/res/q-0266bc1d	http://lsq.aksw.org/vocab#Query	PREFIX  dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX  dbpedia2: <http://dbpedia.org/property/> PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT DISTINCT  ?x1 ?y WHERE   { ?x0  rdf:type           dbpedia-owl:TelevisionShow ;          dbpedia2:showName  ?y ;          dbpedia2:country   ?x1   } 	http://lsq.aksw.org/res/sf-q-0266bc1d	38299			3		3	3	3	1	2	3	1	0
45	http://lsq.aksw.org/res/q-771cd02e	http://lsq.aksw.org/vocab#Query	PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT  * WHERE   { ?r  rdf:type              <http://dbpedia.org/ontology/River> ;         <http://dbpedia.org/ontology/sourceCountry>  ?c1 ;         <http://dbpedia.org/ontology/sourceCountry>  ?c2   } 	http://lsq.aksw.org/res/sf-q-771cd02e	14693		2	3		3	2.5	2	2	3	3	0	0
46	http://lsq.aksw.org/res/q-d97b01aa	http://lsq.aksw.org/vocab#Query	PREFIX  dbp-owl: <http://dbpedia.org/ontology/>  SELECT  ?subject ?object WHERE   { ?subject  dbp-owl:commissioningDate  ?object } 	http://lsq.aksw.org/res/sf-q-d97b01aa	13804						0	0	0	2	1	0	0
47	http://lsq.aksw.org/res/q-2d288690	http://lsq.aksw.org/vocab#Query	SELECT  ?subject ?object WHERE   { ?subject  <http://dbpedia.org/ontology/mountainRange>  ?object } 	http://lsq.aksw.org/res/sf-q-2d288690	13104						0	0	0	2	1	0	0
48	http://lsq.aksw.org/res/q-4304d5bf	http://lsq.aksw.org/vocab#Query	PREFIX  dbp-owl: <http://dbpedia.org/ontology/>  SELECT  ?subject ?object WHERE   { ?subject  dbp-owl:ideology  ?object } 	http://lsq.aksw.org/res/sf-q-4304d5bf	12156						0	0	0	2	1	0	0
49	http://lsq.aksw.org/res/q-aa3f6e73	http://lsq.aksw.org/vocab#Query	PREFIX  dbp-owl: <http://dbpedia.org/ontology/>  SELECT  ?subject ?object WHERE   { ?subject  dbp-owl:college  ?object } 	http://lsq.aksw.org/res/sf-q-aa3f6e73	13204						0	0	0	2	1	0	0
50	http://lsq.aksw.org/res/q-0371f7d5	http://lsq.aksw.org/vocab#Query	SELECT  ?subject ?object WHERE   { ?subject  <http://dbpedia.org/ontology/primeMinister>  ?object } 	http://lsq.aksw.org/res/sf-q-0371f7d5	12220						0	0	0	2	1	0	0
51	http://lsq.aksw.org/res/q-0747dd60	http://lsq.aksw.org/vocab#Query	PREFIX  dbp-owl: <http://dbpedia.org/ontology/>  SELECT  ?subject ?object WHERE   { ?subject  dbp-owl:primeMinister  ?object } 	http://lsq.aksw.org/res/sf-q-0747dd60	12220						0	0	0	2	1	0	0
52	http://lsq.aksw.org/res/q-5d5f0a26	http://lsq.aksw.org/vocab#Query	PREFIX  dbp-owl: <http://dbpedia.org/ontology/>  SELECT  ?subject ?object WHERE   { ?subject  dbp-owl:buildingStartDate  ?object } 	http://lsq.aksw.org/res/sf-q-5d5f0a26	11437						0	0	0	2	1	0	0
53	http://lsq.aksw.org/res/q-a192e9d1	http://lsq.aksw.org/vocab#Query	SELECT  ?s WHERE   { ?s  <http://dbpedia.org/ontology/party>  <http://dbpedia.org/resource/Republican_Party_(United_States)> } 	http://lsq.aksw.org/res/sf-q-a192e9d1	11731						0	0	0	1	1	0	0
54	http://lsq.aksw.org/res/q-2865dbb6	http://lsq.aksw.org/vocab#Query	PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX  dbpedia: <http://dbpedia.org/>  SELECT  ?body WHERE   { ?body  rdf:type  <http://dbpedia.org/ontology/CelestialBody> } 	http://lsq.aksw.org/res/sf-q-2865dbb6	12137						0	0	0	1	1	0	0
55	http://lsq.aksw.org/res/q-fd53856d	http://lsq.aksw.org/vocab#Query	PREFIX  dbpp: <http://dbpedia.org/property/> PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT  ?subject WHERE   { ?subject  rdf:type   <http://www.wikidata.org/entity/Q11774891> ;               dbpp:name  ?o   } 	http://lsq.aksw.org/res/sf-q-fd53856d	20872			2		2	2	2	1	1	2	0	0
56	http://lsq.aksw.org/res/q-3c90fb2d	http://lsq.aksw.org/vocab#Query	PREFIX  dbp-owl: <http://dbpedia.org/ontology/>  SELECT  ?subject ?object WHERE   { ?subject  dbp-owl:numberBuilt  ?object } 	http://lsq.aksw.org/res/sf-q-3c90fb2d	10719						0	0	0	2	1	0	0
57	http://lsq.aksw.org/res/q-632dd4d7	http://lsq.aksw.org/vocab#Query	PREFIX  dbpp: <http://dbpedia.org/property/> PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT  ?subject WHERE   { ?subject  rdf:type   <http://www.wikidata.org/entity/Q23397> ;               dbpp:name  ?o   } 	http://lsq.aksw.org/res/sf-q-632dd4d7	9023			2		2	2	2	1	1	2	0	0
58	http://lsq.aksw.org/res/q-2fc26430	http://lsq.aksw.org/vocab#Query	SELECT  ?subject ?object WHERE   { ?subject  <http://dbpedia.org/ontology/county>  ?object } 	http://lsq.aksw.org/res/sf-q-2fc26430	27376						0	0	0	2	1	0	0
59	http://lsq.aksw.org/res/q-01aa32a1	http://lsq.aksw.org/vocab#Query	PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX  dbpedia: <http://dbpedia.org/>  SELECT  * WHERE   { ?p        rdf:type              <http://dbpedia.org/ontology/Person> .     ?influenced  rdf:type           <http://dbpedia.org/ontology/Person> .     ?p        <http://dbpedia.org/ontology/influenced>  ?influenced   } 	http://lsq.aksw.org/res/sf-q-01aa32a1	9605	2	2	2		2	2	2	4	2	3	0	0
60	http://lsq.aksw.org/res/q-93dbbf81	http://lsq.aksw.org/vocab#Query	PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX  dbpedia: <http://dbpedia.org/>  SELECT  * WHERE   { ?p        rdf:type              <http://dbpedia.org/ontology/Person> ;               <http://dbpedia.org/ontology/influenced>  ?influenced .     ?influenced  rdf:type           <http://dbpedia.org/ontology/Person>   } 	http://lsq.aksw.org/res/sf-q-93dbbf81	9605	2	2	2		2	2	2	4	2	3	0	0
61	http://lsq.aksw.org/res/q-015167ab	http://lsq.aksw.org/vocab#Query	SELECT  ?river WHERE   { ?river  <http://dbpedia.org/ontology/mouthMountain>  ?lake } 	http://lsq.aksw.org/res/sf-q-015167ab	7079						0	0	0	1	1	0	0
62	http://lsq.aksw.org/res/q-1c6733b9	http://lsq.aksw.org/vocab#Query	SELECT  ?river WHERE   { ?river  <http://dbpedia.org/ontology/mouthPlace>  ?lake } 	http://lsq.aksw.org/res/sf-q-1c6733b9	7079						0	0	0	1	1	0	0
63	http://lsq.aksw.org/res/q-02866998	http://lsq.aksw.org/vocab#Query	PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT DISTINCT  ?ot ?st WHERE   { ?s  <http://dbpedia.org/property/sourceConfluenceRegion>  ?o .     ?o  rdf:type              ?ot .     ?s  rdf:type              ?st   } 	http://lsq.aksw.org/res/sf-q-02866998	600	2	2	2		2	2	2	3	2	3	1	0
64	http://lsq.aksw.org/res/q-626cdbab	http://lsq.aksw.org/vocab#Query	PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT DISTINCT  ?instance WHERE   { ?instance  rdf:type  <http://www.wikidata.org/entity/Q11032> } 	http://lsq.aksw.org/res/sf-q-626cdbab	6665						0	0	0	1	1	1	0
65	http://lsq.aksw.org/res/q-e86eb70a	http://lsq.aksw.org/vocab#Query	PREFIX  dbp-owl: <http://dbpedia.org/ontology/>  SELECT  ?subject ?object WHERE   { ?subject  dbp-owl:training  ?object } 	http://lsq.aksw.org/res/sf-q-e86eb70a	6834						0	0	0	2	1	0	0
66	http://lsq.aksw.org/res/q-86693325	http://lsq.aksw.org/vocab#Query	PREFIX  dbo:  <http://dbpedia.org/ontology/> PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  SELECT DISTINCT  ?bank ?label WHERE   { ?bank  rdf:type    dbo:Bank ;            rdfs:label  ?label   } 	http://lsq.aksw.org/res/sf-q-86693325	6163			2		2	2	2	1	2	2	1	0
